,query,value,query_type,state,date
24540,northfield movie theater,11900,rising,CO,2023-07-23 2023-07-24
24541,barbie movie trailer,120,rising,CO,2023-07-23 2023-07-24
24542,barbie movie rating,100,rising,CO,2023-07-23 2023-07-24
24543,regal cinemas,90,rising,CO,2023-07-23 2023-07-24
24544,drive in movie,70,rising,CO,2023-07-23 2023-07-24
24545,barbie movie,100,top,CT,2023-07-23 2023-07-24
24546,movie theater,31,top,CT,2023-07-23 2023-07-24
24547,oppenheimer movie,27,top,CT,2023-07-23 2023-07-24
24548,barbie movie 2023,6,top,CT,2023-07-23 2023-07-24
24549,freedom movie,6,top,CT,2023-07-23 2023-07-24
24550,how long is the barbie movie,4,top,CT,2023-07-23 2023-07-24
24551,barbie movie reviews,4,top,CT,2023-07-23 2023-07-24
24552,north haven movie theater,2,top,CT,2023-07-23 2023-07-24
24553,trumbull movie theater,2,top,CT,2023-07-23 2023-07-24
24554,movie theaters near me,2,top,CT,2023-07-23 2023-07-24
24555,southbury movie theater,2,top,CT,2023-07-23 2023-07-24
24556,65 movie,2,top,CT,2023-07-23 2023-07-24
24557,barbie movie cast,2,top,CT,2023-07-23 2023-07-24
24558,southington movie theater,1,top,CT,2023-07-23 2023-07-24
24559,manchester movie theater,1,top,CT,2023-07-23 2023-07-24
24560,super mario movie,1,top,CT,2023-07-23 2023-07-24
24561,west hartford movie theater,1,top,CT,2023-07-23 2023-07-24
24562,dua lipa barbie movie,1,top,CT,2023-07-23 2023-07-24
24563,sound of freedom movie,1,top,CT,2023-07-23 2023-07-24
24564,super mario movie,40050,rising,CT,2023-07-23 2023-07-24
24565,dua lipa barbie movie,34900,rising,CT,2023-07-23 2023-07-24
24566,barbie movie reviews,300,rising,CT,2023-07-23 2023-07-24
24567,65 movie,200,rising,CT,2023-07-23 2023-07-24
24568,north haven movie theater,90,rising,CT,2023-07-23 2023-07-24
24569,southbury movie theater,60,rising,CT,2023-07-23 2023-07-24
24570,barbie movie,100,top,DE,2023-07-23 2023-07-24
24571,oppenheimer movie,20,top,DE,2023-07-23 2023-07-24
24572,barbie movie 2023,8,top,DE,2023-07-23 2023-07-24
24573,barbie movie,100,top,FL,2023-07-23 2023-07-24
24574,movie theater,32,top,FL,2023-07-23 2023-07-24
24575,movie oppenheimer,24,top,FL,2023-07-23 2023-07-24
24576,movies,20,top,FL,2023-07-23 2023-07-24
24577,movie near me,18,top,FL,2023-07-23 2023-07-24
24578,barbie the movie,17,top,FL,2023-07-23 2023-07-24
24579,freedom,13,top,FL,2023-07-23 2023-07-24
24580,freedom movie,13,top,FL,2023-07-23 2023-07-24
24581,sound of freedom movie,9,top,FL,2023-07-23 2023-07-24
24582,barbie movie 2023,9,top,FL,2023-07-23 2023-07-24
24583,movie theater near me,8,top,FL,2023-07-23 2023-07-24
24584,movie showtimes,6,top,FL,2023-07-23 2023-07-24
24585,movie theatre,5,top,FL,2023-07-23 2023-07-24
24586,movie theaters near me,4,top,FL,2023-07-23 2023-07-24
24587,new barbie movie,4,top,FL,2023-07-23 2023-07-24
24588,movie times,4,top,FL,2023-07-23 2023-07-24
24589,mario movie,4,top,FL,2023-07-23 2023-07-24
24590,barbie movies,3,top,FL,2023-07-23 2023-07-24
24591,how long is barbie movie,3,top,FL,2023-07-23 2023-07-24
24592,barbie movie near me,3,top,FL,2023-07-23 2023-07-24
24593,flash movie,3,top,FL,2023-07-23 2023-07-24
24594,amc movie theater,3,top,FL,2023-07-23 2023-07-24
24595,barbie movie cast,2,top,FL,2023-07-23 2023-07-24
24596,barbie movie reviews,2,top,FL,2023-07-23 2023-07-24
24597,scary movie,2,top,FL,2023-07-23 2023-07-24
24598,dua lipa barbie movie,49250,rising,FL,2023-07-23 2023-07-24
24599,barbie movie box office numbers,10100,rising,FL,2023-07-23 2023-07-24
24600,red white and royal blue movie,6350,rising,FL,2023-07-23 2023-07-24
24601,barbie movie run time,5800,rising,FL,2023-07-23 2023-07-24
24602,strays movie,5100,rising,FL,2023-07-23 2023-07-24
24603,kandahar movie,4600,rising,FL,2023-07-23 2023-07-24
24604,el dorado movie,3500,rising,FL,2023-07-23 2023-07-24
24605,movie theater barbie popcorn bucket,2900,rising,FL,2023-07-23 2023-07-24
24606,pedro pascal,2800,rising,FL,2023-07-23 2023-07-24
24607,bratz movie,350,rising,FL,2023-07-23 2023-07-24
24608,wildflower movie,200,rising,FL,2023-07-23 2023-07-24
24609,super mario bros movie,180,rising,FL,2023-07-23 2023-07-24
24610,paw patrol movie,160,rising,FL,2023-07-23 2023-07-24
24611,superhero movie,140,rising,FL,2023-07-23 2023-07-24
24612,talk to me movie,140,rising,FL,2023-07-23 2023-07-24
24613,what is the barbie movie about,130,rising,FL,2023-07-23 2023-07-24
24614,talk to me,100,rising,FL,2023-07-23 2023-07-24
24615,travis scott movie,100,rising,FL,2023-07-23 2023-07-24
24616,pinball movie,90,rising,FL,2023-07-23 2023-07-24
24617,pixels movie,90,rising,FL,2023-07-23 2023-07-24
24618,oppenheimer movie length,80,rising,FL,2023-07-23 2023-07-24
24619,altamonte movie theater,80,rising,FL,2023-07-23 2023-07-24
24620,barbie movie,100,top,GA,2023-07-23 2023-07-24
24621,movie theater,27,top,GA,2023-07-23 2023-07-24
24622,oppenheimer movie,22,top,GA,2023-07-23 2023-07-24
24623,the barbie movie,18,top,GA,2023-07-23 2023-07-24
24624,barbie movie 2023,10,top,GA,2023-07-23 2023-07-24
24625,freedom movie,8,top,GA,2023-07-23 2023-07-24
24626,movie theaters,7,top,GA,2023-07-23 2023-07-24
24627,sound of freedom movie,7,top,GA,2023-07-23 2023-07-24
24628,movie theater near me,6,top,GA,2023-07-23 2023-07-24
24629,movie tavern,6,top,GA,2023-07-23 2023-07-24
24630,studio movie grill,5,top,GA,2023-07-23 2023-07-24
24631,new barbie movie,5,top,GA,2023-07-23 2023-07-24
24632,barbie movies,4,top,GA,2023-07-23 2023-07-24
24633,barbie movie near me,3,top,GA,2023-07-23 2023-07-24
24634,how long is the barbie movie,3,top,GA,2023-07-23 2023-07-24
24635,barbie movie cast,3,top,GA,2023-07-23 2023-07-24
24636,barbie movie showtimes,3,top,GA,2023-07-23 2023-07-24
24637,super mario movie,3,top,GA,2023-07-23 2023-07-24
24638,mario movie,2,top,GA,2023-07-23 2023-07-24
24639,barbie showtimes,2,top,GA,2023-07-23 2023-07-24
24640,scary movie,2,top,GA,2023-07-23 2023-07-24
24641,flash movie,2,top,GA,2023-07-23 2023-07-24
24642,barbie movie rating,2,top,GA,2023-07-23 2023-07-24
24643,movie theaters near me,2,top,GA,2023-07-23 2023-07-24
24644,elemental movie,2,top,GA,2023-07-23 2023-07-24
24645,dua lipa barbie movie,33250,rising,GA,2023-07-23 2023-07-24
24646,gran turismo movie,26150,rising,GA,2023-07-23 2023-07-24
24647,superhero movie,20500,rising,GA,2023-07-23 2023-07-24
24648,talk to me movie,20350,rising,GA,2023-07-23 2023-07-24
24649,blackberry movie,12550,rising,GA,2023-07-23 2023-07-24
24650,asvins movie,10250,rising,GA,2023-07-23 2023-07-24
24651,unstoppable movie,9650,rising,GA,2023-07-23 2023-07-24
24652,nobody movie,7600,rising,GA,2023-07-23 2023-07-24
24653,cinnamon movie,5700,rising,GA,2023-07-23 2023-07-24
24654,plane movie,250,rising,GA,2023-07-23 2023-07-24
24655,life size movie,190,rising,GA,2023-07-23 2023-07-24
24656,super mario movie,160,rising,GA,2023-07-23 2023-07-24
24657,what is oppenheimer movie about,120,rising,GA,2023-07-23 2023-07-24
24658,new movies 2023,80,rising,GA,2023-07-23 2023-07-24
24659,retribution movie,80,rising,GA,2023-07-23 2023-07-24
24660,ninja turtles movie,70,rising,GA,2023-07-23 2023-07-24
24661,the outlaws movie,70,rising,GA,2023-07-23 2023-07-24
24662,barbie movie showtimes,50,rising,GA,2023-07-23 2023-07-24
24663,barbie movie,100,top,HI,2023-07-23 2023-07-24
24664,oppenheimer movie,20,top,HI,2023-07-23 2023-07-24
24665,barbie movie 2023,11,top,HI,2023-07-23 2023-07-24
24666,sound of freedom,8,top,HI,2023-07-23 2023-07-24
24667,barbie movie 2023,100,rising,HI,2023-07-23 2023-07-24
24668,barbie movie,100,top,ID,2023-07-23 2023-07-24
24669,oppenheimer movie,24,top,ID,2023-07-23 2023-07-24
24670,barbie movie 2023,14,top,ID,2023-07-23 2023-07-24
24671,blackfoot movie mill,6,top,ID,2023-07-23 2023-07-24
24672,movie theaters near me,5,top,ID,2023-07-23 2023-07-24
24673,barbie movie 2023,50,rising,ID,2023-07-23 2023-07-24
24674,barbie movie,100,top,IL,2023-07-23 2023-07-24
24675,movie theater,33,top,IL,2023-07-23 2023-07-24
24676,oppenheimer movie,28,top,IL,2023-07-23 2023-07-24
24677,the barbie movie,20,top,IL,2023-07-23 2023-07-24
24678,movies,17,top,IL,2023-07-23 2023-07-24
24679,freedom movie,11,top,IL,2023-07-23 2023-07-24
24680,barbie movie 2023,9,top,IL,2023-07-23 2023-07-24
24681,sound of freedom movie,8,top,IL,2023-07-23 2023-07-24
24682,new barbie movie,4,top,IL,2023-07-23 2023-07-24
24683,how long is barbie movie,4,top,IL,2023-07-23 2023-07-24
24684,mario movie,4,top,IL,2023-07-23 2023-07-24
24685,barbie movie near me,4,top,IL,2023-07-23 2023-07-24
24686,how long is the barbie movie,3,top,IL,2023-07-23 2023-07-24
24687,amc movie theater,3,top,IL,2023-07-23 2023-07-24
24688,movie theater near me,3,top,IL,2023-07-23 2023-07-24
24689,scary movie,3,top,IL,2023-07-23 2023-07-24
24690,barbie movie showtimes,3,top,IL,2023-07-23 2023-07-24
24691,barbie movie reviews,3,top,IL,2023-07-23 2023-07-24
24692,ken barbie movie,3,top,IL,2023-07-23 2023-07-24
24693,barbie movie cast,3,top,IL,2023-07-23 2023-07-24
24694,movie theaters near me,3,top,IL,2023-07-23 2023-07-24
24695,elemental,2,top,IL,2023-07-23 2023-07-24
24696,flash movie,2,top,IL,2023-07-23 2023-07-24
24697,the sound of freedom movie,2,top,IL,2023-07-23 2023-07-24
24698,barbie movie box office,2,top,IL,2023-07-23 2023-07-24
24699,past lives movie,37700,rising,IL,2023-07-23 2023-07-24
24700,dua lipa barbie movie,36450,rising,IL,2023-07-23 2023-07-24
24701,cinnamon movie,11150,rising,IL,2023-07-23 2023-07-24
24702,orphan movie,6200,rising,IL,2023-07-23 2023-07-24
24703,oppenheimer box office,400,rising,IL,2023-07-23 2023-07-24
24704,burn movie,250,rising,IL,2023-07-23 2023-07-24
24705,titanic movie,250,rising,IL,2023-07-23 2023-07-24
24706,the outlaws movie,200,rising,IL,2023-07-23 2023-07-24
24707,bawaal movie,200,rising,IL,2023-07-23 2023-07-24
24708,megan movie,190,rising,IL,2023-07-23 2023-07-24
24709,haunted mansion movie,170,rising,IL,2023-07-23 2023-07-24
24710,barbie movie box office,150,rising,IL,2023-07-23 2023-07-24
24711,the sound of freedom movie,140,rising,IL,2023-07-23 2023-07-24
24712,country club hills movie theater,130,rising,IL,2023-07-23 2023-07-24
24713,the sound of freedom,80,rising,IL,2023-07-23 2023-07-24
24714,ken barbie movie,70,rising,IL,2023-07-23 2023-07-24
24715,fox lake movie theater,60,rising,IL,2023-07-23 2023-07-24
24716,how long is oppenheimer movie,60,rising,IL,2023-07-23 2023-07-24
24717,unstoppable movie,60,rising,IL,2023-07-23 2023-07-24
24718,elemental movie,40,rising,IL,2023-07-23 2023-07-24
24719,barbie movie trailer,40,rising,IL,2023-07-23 2023-07-24
24720,ruth handler,40,rising,IL,2023-07-23 2023-07-24
24721,barbie movie,100,top,IN,2023-07-23 2023-07-24
24722,movie theater,32,top,IN,2023-07-23 2023-07-24
24723,oppenheimer movie,23,top,IN,2023-07-23 2023-07-24
24724,the barbie movie,23,top,IN,2023-07-23 2023-07-24
24725,freedom movie,10,top,IN,2023-07-23 2023-07-24
24726,sound of freedom movie,9,top,IN,2023-07-23 2023-07-24
24727,barbie movie 2023,8,top,IN,2023-07-23 2023-07-24
24728,movie theaters near me,8,top,IN,2023-07-23 2023-07-24
24729,mario movie,5,top,IN,2023-07-23 2023-07-24
24730,drive in movie,5,top,IN,2023-07-23 2023-07-24
24731,how long is barbie movie,4,top,IN,2023-07-23 2023-07-24
24732,regal,4,top,IN,2023-07-23 2023-07-24
24733,how long is the barbie movie,4,top,IN,2023-07-23 2023-07-24
24734,barbie movie rating,4,top,IN,2023-07-23 2023-07-24
24735,barbie movie reviews,3,top,IN,2023-07-23 2023-07-24
24736,barbie movie cast,3,top,IN,2023-07-23 2023-07-24
24737,is barbie movie for kids,3,top,IN,2023-07-23 2023-07-24
24738,studio movie grill,3,top,IN,2023-07-23 2023-07-24
24739,barbie movie showtimes,2,top,IN,2023-07-23 2023-07-24
24740,barbie movie review,2,top,IN,2023-07-23 2023-07-24
24741,portage movie theater,2,top,IN,2023-07-23 2023-07-24
24742,barbie movie trailer,2,top,IN,2023-07-23 2023-07-24
24743,regal coldwater crossing,1,top,IN,2023-07-23 2023-07-24
24744,amc theaters,1,top,IN,2023-07-23 2023-07-24
24745,wildflower movie,1,top,IN,2023-07-23 2023-07-24
24746,barbie movie review,47250,rising,IN,2023-07-23 2023-07-24
24747,wildflower movie,32250,rising,IN,2023-07-23 2023-07-24
24748,gran turismo movie,27700,rising,IN,2023-07-23 2023-07-24
24749,dua lipa barbie movie,13300,rising,IN,2023-07-23 2023-07-24
24750,regal coldwater crossing,150,rising,IN,2023-07-23 2023-07-24
24751,coldwater movie theater,100,rising,IN,2023-07-23 2023-07-24
24752,how long is barbie movie,70,rising,IN,2023-07-23 2023-07-24
24753,is barbie movie for kids,60,rising,IN,2023-07-23 2023-07-24
24754,mario movie,50,rising,IN,2023-07-23 2023-07-24
24755,studio movie grill,40,rising,IN,2023-07-23 2023-07-24
24756,barbie movie,100,top,IA,2023-07-23 2023-07-24
24757,movie theater,53,top,IA,2023-07-23 2023-07-24
24758,oppenheimer movie,29,top,IA,2023-07-23 2023-07-24
24759,the barbie movie,23,top,IA,2023-07-23 2023-07-24
24760,sound of freedom movie,12,top,IA,2023-07-23 2023-07-24
24761,barbie movie 2023,9,top,IA,2023-07-23 2023-07-24
24762,jordan creek movie theater,4,top,IA,2023-07-23 2023-07-24
24763,fort dodge movie theater,3,top,IA,2023-07-23 2023-07-24
24764,ottumwa movie theater,3,top,IA,2023-07-23 2023-07-24
24765,how long is the barbie movie,2,top,IA,2023-07-23 2023-07-24
24766,fort dodge movie theater,78650,rising,IA,2023-07-23 2023-07-24
24767,ottumwa movie theater,100,rising,IA,2023-07-23 2023-07-24
24768,sound of freedom movie,60,rising,IA,2023-07-23 2023-07-24
24769,barbie movie,100,top,KS,2023-07-23 2023-07-24
24770,oppenheimer movie,24,top,KS,2023-07-23 2023-07-24
24771,sound of freedom movie,6,top,KS,2023-07-23 2023-07-24
24772,barbie movie 2023,5,top,KS,2023-07-23 2023-07-24
24773,barbie movie cast,4,top,KS,2023-07-23 2023-07-24
24774,dua lipa barbie movie,3,top,KS,2023-07-23 2023-07-24
24775,movie theaters near me,2,top,KS,2023-07-23 2023-07-24
24776,how long is the barbie movie,1,top,KS,2023-07-23 2023-07-24
24777,barbie movie cast,90400,rising,KS,2023-07-23 2023-07-24
24778,dua lipa barbie movie,64450,rising,KS,2023-07-23 2023-07-24
24779,barbie movie,100,top,KY,2023-07-23 2023-07-24
24780,the barbie movie,21,top,KY,2023-07-23 2023-07-24
24781,oppenheimer movie,20,top,KY,2023-07-23 2023-07-24
24782,freedom movie,11,top,KY,2023-07-23 2023-07-24
24783,barbie movie 2023,9,top,KY,2023-07-23 2023-07-24
24784,sound of freedom movie,8,top,KY,2023-07-23 2023-07-24
24785,movie theaters near me,6,top,KY,2023-07-23 2023-07-24
24786,how long is barbie movie,5,top,KY,2023-07-23 2023-07-24
24787,movie tavern,4,top,KY,2023-07-23 2023-07-24
24788,how long is the barbie movie,2,top,KY,2023-07-23 2023-07-24
24789,barbie movie reviews,2,top,KY,2023-07-23 2023-07-24
24790,super mario movie,2,top,KY,2023-07-23 2023-07-24
24791,barbie movie length,2,top,KY,2023-07-23 2023-07-24
24792,barbie movie cast,1,top,KY,2023-07-23 2023-07-24
24793,drive in movie theater,1,top,KY,2023-07-23 2023-07-24
24794,how long is barbie movie,150,rising,KY,2023-07-23 2023-07-24
24795,sound of freedom movie,40,rising,KY,2023-07-23 2023-07-24
24796,barbie movie,100,top,LA,2023-07-23 2023-07-24
24797,oppenheimer movie,22,top,LA,2023-07-23 2023-07-24
24798,movie tavern,15,top,LA,2023-07-23 2023-07-24
24799,barbie movie 2023,11,top,LA,2023-07-23 2023-07-24
24800,sound of freedom movie,7,top,LA,2023-07-23 2023-07-24
24801,barbie movie rating,4,top,LA,2023-07-23 2023-07-24
24802,how long is the barbie movie,3,top,LA,2023-07-23 2023-07-24
24803,movie theater near me,3,top,LA,2023-07-23 2023-07-24
24804,movie tavern covington,3,top,LA,2023-07-23 2023-07-24
24805,elemental movie,2,top,LA,2023-07-23 2023-07-24
24806,123movies,2,top,LA,2023-07-23 2023-07-24
24807,barbie movie cast,2,top,LA,2023-07-23 2023-07-24
24808,wildflower movie,2,top,LA,2023-07-23 2023-07-24
24809,christopher nolan,1,top,LA,2023-07-23 2023-07-24
24810,wildflower movie,36350,rising,LA,2023-07-23 2023-07-24
24811,christopher nolan,33850,rising,LA,2023-07-23 2023-07-24
24812,barbie movie rating,90,rising,LA,2023-07-23 2023-07-24
24813,123movies,80,rising,LA,2023-07-23 2023-07-24
24814,elemental movie,60,rising,LA,2023-07-23 2023-07-24
24815,how long is the barbie movie,50,rising,LA,2023-07-23 2023-07-24
24816,barbie movie,100,top,ME,2023-07-23 2023-07-24
24817,oppenheimer movie,24,top,ME,2023-07-23 2023-07-24
24818,barbie movie 2023,10,top,ME,2023-07-23 2023-07-24
24819,sound of freedom movie,6,top,ME,2023-07-23 2023-07-24
24820,barbie movie,100,top,MD,2023-07-23 2023-07-24
24821,movie theater,24,top,MD,2023-07-23 2023-07-24
24822,oppenheimer movie,22,top,MD,2023-07-23 2023-07-24
24823,the barbie movie,15,top,MD,2023-07-23 2023-07-24
24824,freedom movie,7,top,MD,2023-07-23 2023-07-24
24825,barbie movie 2023,5,top,MD,2023-07-23 2023-07-24
24826,movie theatres near me,3,top,MD,2023-07-23 2023-07-24
24827,mario movie,3,top,MD,2023-07-23 2023-07-24
24828,sound of freedom movie,3,top,MD,2023-07-23 2023-07-24
24829,barbie movie cast,3,top,MD,2023-07-23 2023-07-24
24830,barbie movie rating,3,top,MD,2023-07-23 2023-07-24
24831,barbie reviews,3,top,MD,2023-07-23 2023-07-24
24832,dua lipa barbie movie,2,top,MD,2023-07-23 2023-07-24
24833,barbie movie reviews,2,top,MD,2023-07-23 2023-07-24
24834,how long is the barbie movie,2,top,MD,2023-07-23 2023-07-24
24835,barbie movie age rating,2,top,MD,2023-07-23 2023-07-24
24836,the outlaws movie,2,top,MD,2023-07-23 2023-07-24
24837,barbie movie for kids,2,top,MD,2023-07-23 2023-07-24
24838,barbie movie length,2,top,MD,2023-07-23 2023-07-24
24839,65 movie,1,top,MD,2023-07-23 2023-07-24
24840,titanic movie,1,top,MD,2023-07-23 2023-07-24
24841,rio movie theater,1,top,MD,2023-07-23 2023-07-24
24842,barbie movie trailer,1,top,MD,2023-07-23 2023-07-24
24843,elemental movie,1,top,MD,2023-07-23 2023-07-24
24844,past lives movie,1,top,MD,2023-07-23 2023-07-24
24845,dua lipa barbie movie,75900,rising,MD,2023-07-23 2023-07-24
24846,65 movie,48950,rising,MD,2023-07-23 2023-07-24
24847,elemental movie,38050,rising,MD,2023-07-23 2023-07-24
24848,past lives movie,36700,rising,MD,2023-07-23 2023-07-24
24849,barbie movie age rating,500,rising,MD,2023-07-23 2023-07-24
24850,titanic movie,300,rising,MD,2023-07-23 2023-07-24
24851,the outlaws movie,80,rising,MD,2023-07-23 2023-07-24
24852,freedom movie,70,rising,MD,2023-07-23 2023-07-24
24853,barbie movie rating,60,rising,MD,2023-07-23 2023-07-24
24854,barbie movie cast,50,rising,MD,2023-07-23 2023-07-24
24855,movie theatres near me,40,rising,MD,2023-07-23 2023-07-24
24856,barbie movie,100,top,MA,2023-07-23 2023-07-24
24857,oppenheimer movie,31,top,MA,2023-07-23 2023-07-24
24858,movie theater,25,top,MA,2023-07-23 2023-07-24
24859,barbie movie 2023,8,top,MA,2023-07-23 2023-07-24
24860,freedom movie,7,top,MA,2023-07-23 2023-07-24
24861,sound of freedom movie,5,top,MA,2023-07-23 2023-07-24
24862,barbie near me,4,top,MA,2023-07-23 2023-07-24
24863,how long is barbie movie,4,top,MA,2023-07-23 2023-07-24
24864,barbie movie near me,4,top,MA,2023-07-23 2023-07-24
24865,movie theaters near me,4,top,MA,2023-07-23 2023-07-24
24866,how long is the barbie movie,3,top,MA,2023-07-23 2023-07-24
24867,barbie movie reviews,3,top,MA,2023-07-23 2023-07-24
24868,mario movie,3,top,MA,2023-07-23 2023-07-24
24869,barbie movie cast,3,top,MA,2023-07-23 2023-07-24
24870,movie theater near me,2,top,MA,2023-07-23 2023-07-24
24871,barbie movie rating,2,top,MA,2023-07-23 2023-07-24
24872,barbie movie times,2,top,MA,2023-07-23 2023-07-24
24873,barbie movie trailer,2,top,MA,2023-07-23 2023-07-24
24874,barbie movie tickets,2,top,MA,2023-07-23 2023-07-24
24875,barbie movie review,2,top,MA,2023-07-23 2023-07-24
24876,elemental movie,2,top,MA,2023-07-23 2023-07-24
24877,hanover movie theater,2,top,MA,2023-07-23 2023-07-24
24878,oppenheimer movie review,1,top,MA,2023-07-23 2023-07-24
24879,amc framingham,1,top,MA,2023-07-23 2023-07-24
24880,barbie movie length,1,top,MA,2023-07-23 2023-07-24
24881,oppenheimer movie review,45600,rising,MA,2023-07-23 2023-07-24
24882,amc framingham,44300,rising,MA,2023-07-23 2023-07-24
24883,dua lipa barbie movie,28300,rising,MA,2023-07-23 2023-07-24
24884,dungeons and dragons,28100,rising,MA,2023-07-23 2023-07-24
24885,blackstone valley cinema,25850,rising,MA,2023-07-23 2023-07-24
24886,west newton cinema,13650,rising,MA,2023-07-23 2023-07-24
24887,woburn movie theater,300,rising,MA,2023-07-23 2023-07-24
24888,pixels movie,140,rising,MA,2023-07-23 2023-07-24
24889,mario movie,90,rising,MA,2023-07-23 2023-07-24
24890,how long is barbie movie,90,rising,MA,2023-07-23 2023-07-24
24891,randolph movie theater,80,rising,MA,2023-07-23 2023-07-24
24892,miami vice movie,60,rising,MA,2023-07-23 2023-07-24
24893,barbie movie rating,60,rising,MA,2023-07-23 2023-07-24
24894,how long is the barbie movie,60,rising,MA,2023-07-23 2023-07-24
24895,elemental movie,50,rising,MA,2023-07-23 2023-07-24
24896,barbie movie review,40,rising,MA,2023-07-23 2023-07-24
24897,barbie movie,100,top,MI,2023-07-23 2023-07-24
24898,oppenheimer movie,26,top,MI,2023-07-23 2023-07-24
24899,movie theater,25,top,MI,2023-07-23 2023-07-24
24900,the barbie movie,19,top,MI,2023-07-23 2023-07-24
24901,freedom movie,10,top,MI,2023-07-23 2023-07-24
24902,barbie movie 2023,9,top,MI,2023-07-23 2023-07-24
24903,sound of freedom movie,7,top,MI,2023-07-23 2023-07-24
24904,movie theaters near me,6,top,MI,2023-07-23 2023-07-24
24905,mario movie,5,top,MI,2023-07-23 2023-07-24
24906,movie theater near me,4,top,MI,2023-07-23 2023-07-24
24907,barbie movie cast,4,top,MI,2023-07-23 2023-07-24
24908,new barbie movie,3,top,MI,2023-07-23 2023-07-24
24909,barbie movie showtimes,3,top,MI,2023-07-23 2023-07-24
24910,barbie showtimes,3,top,MI,2023-07-23 2023-07-24
24911,barbie movie near me,3,top,MI,2023-07-23 2023-07-24
24912,barbie movie rating,3,top,MI,2023-07-23 2023-07-24
24913,super mario movie,3,top,MI,2023-07-23 2023-07-24
24914,barbie movie reviews,3,top,MI,2023-07-23 2023-07-24
24915,how long is barbie movie,2,top,MI,2023-07-23 2023-07-24
24916,dua lipa barbie movie,2,top,MI,2023-07-23 2023-07-24
24917,drive in movie theatre,2,top,MI,2023-07-23 2023-07-24
24918,elemental movie,2,top,MI,2023-07-23 2023-07-24
24919,celebration cinema,2,top,MI,2023-07-23 2023-07-24
24920,drive in movie theaters near me,2,top,MI,2023-07-23 2023-07-24
24921,ryan gosling,1,top,MI,2023-07-23 2023-07-24
24922,dua lipa barbie movie,57800,rising,MI,2023-07-23 2023-07-24
24923,panic movie,13050,rising,MI,2023-07-23 2023-07-24
24924,emagine saline,10500,rising,MI,2023-07-23 2023-07-24
24925,my fault movie,9500,rising,MI,2023-07-23 2023-07-24
24926,pixels movie,8450,rising,MI,2023-07-23 2023-07-24
24927,old man movie,200,rising,MI,2023-07-23 2023-07-24
24928,super mario bros movie,200,rising,MI,2023-07-23 2023-07-24
24929,super mario movie,200,rising,MI,2023-07-23 2023-07-24
24930,lowell movie theater,140,rising,MI,2023-07-23 2023-07-24
24931,what is plf movie,120,rising,MI,2023-07-23 2023-07-24
24932,gran turismo movie,100,rising,MI,2023-07-23 2023-07-24
24933,ninja turtles movie,90,rising,MI,2023-07-23 2023-07-24
24934,drive in movie theaters near me,70,rising,MI,2023-07-23 2023-07-24
24935,mario movie,70,rising,MI,2023-07-23 2023-07-24
24936,the outlaws movie,70,rising,MI,2023-07-23 2023-07-24
24937,barbie movie cast,60,rising,MI,2023-07-23 2023-07-24
24938,movie theater near me,60,rising,MI,2023-07-23 2023-07-24
24939,how long is oppenheimer movie,50,rising,MI,2023-07-23 2023-07-24
24940,ryan gosling,40,rising,MI,2023-07-23 2023-07-24
24941,barbie movie,100,top,MN,2023-07-23 2023-07-24
24942,oppenheimer movie,29,top,MN,2023-07-23 2023-07-24
24943,movies,17,top,MN,2023-07-23 2023-07-24
24944,the barbie movie,15,top,MN,2023-07-23 2023-07-24
24945,movie theaters near me,6,top,MN,2023-07-23 2023-07-24
24946,barbie movie 2023,6,top,MN,2023-07-23 2023-07-24
24947,sound of freedom movie,5,top,MN,2023-07-23 2023-07-24
24948,barbie reviews,4,top,MN,2023-07-23 2023-07-24
24949,barbie movie showtimes,4,top,MN,2023-07-23 2023-07-24
24950,barbie movie near me,3,top,MN,2023-07-23 2023-07-24
24951,marcus theater,3,top,MN,2023-07-23 2023-07-24
24952,woodbury 10,3,top,MN,2023-07-23 2023-07-24
24953,barbie movie soundtrack,2,top,MN,2023-07-23 2023-07-24
24954,movie theater near me,2,top,MN,2023-07-23 2023-07-24
24955,barbie movie cast,2,top,MN,2023-07-23 2023-07-24
24956,bemidji movie theater,2,top,MN,2023-07-23 2023-07-24
24957,the outlaws movie,2,top,MN,2023-07-23 2023-07-24
24958,how long is the barbie movie,2,top,MN,2023-07-23 2023-07-24
24959,barbie movie rating,2,top,MN,2023-07-23 2023-07-24
24960,oakdale movie theater,2,top,MN,2023-07-23 2023-07-24
24961,barbie movie trailer,2,top,MN,2023-07-23 2023-07-24
24962,rogers movie theater,2,top,MN,2023-07-23 2023-07-24
24963,dua lipa barbie movie,2,top,MN,2023-07-23 2023-07-24
24964,amc southdale 16,2,top,MN,2023-07-23 2023-07-24
24965,east bethel movie theater,2,top,MN,2023-07-23 2023-07-24
24966,barbie movie soundtrack,75650,rising,MN,2023-07-23 2023-07-24
24967,bemidji movie theater,66550,rising,MN,2023-07-23 2023-07-24
24968,the outlaws movie,62350,rising,MN,2023-07-23 2023-07-24
24969,dua lipa barbie movie,55050,rising,MN,2023-07-23 2023-07-24
24970,amc southdale 16,54800,rising,MN,2023-07-23 2023-07-24
24971,east bethel movie theater,52900,rising,MN,2023-07-23 2023-07-24
24972,owatonna movie theater,50400,rising,MN,2023-07-23 2023-07-24
24973,burn movie,26800,rising,MN,2023-07-23 2023-07-24
